date,prcp,RH,tmax,tmin,vp,discharge
2001/11/10,0,84,167,74,9957,248
2001/11/11,0,82,232,41,9927,368
2001/11/12,0,87,135,41,9935,319
2001/11/13,0,64,187,60,9982,221
2001/11/14,0,67,178,2,9985,185
2001/11/15,0,70,199,6,9960,163
2001/11/16,0,73,198,12,9959,152
2001/11/17,0,76,187,18,9986,156
2001/11/18,0,75,207,23,9987,177
2001/11/19,0,67,213,3,9971,172
2001/11/20,0,65,213,-5,9958,239
2001/11/21,0,72,208,7,9940,290
2001/11/22,0,74,197,46,9915,364
2001/11/23,0,80,187,60,9908,254
2001/11/24,0,67,223,46,9910,189
2001/11/25,0,62,154,27,9946,149
2001/11/26,32700,69,96,2,9974,148
2001/11/27,0,66,108,8,9929,204
2001/11/28,0,62,114,27,9848,294
2001/11/29,0,66,188,57,9880,206
2001/11/30,32700,74,117,55,9922,142
2001/12/1,0,78,155,10,9902,107
2001/12/2,14,66,138,37,9929,120
2001/12/3,64,91,62,38,9955,144
2001/12/4,17,87,56,33,9947,127
2001/12/5,18,76,55,33,10003,130
2001/12/6,0,75,90,-9,10009,130
2001/12/7,32700,72,56,22,9964,120
2001/12/8,22,90,39,6,10009,107
2001/12/9,71,95,23,2,10045,154
2001/12/10,3,88,28,19,10037,157
2001/12/11,10,92,25,13,9992,86
2001/12/12,11,71,48,15,10034,169
2001/12/13,0,56,77,9,10089,164
2001/12/14,0,71,97,-38,10045,134
2001/12/15,32700,73,61,31,10000,159
2001/12/16,0,77,64,17,9992,138
2001/12/17,0,76,49,14,10022,103
2001/12/18,32700,78,34,14,10049,108
2001/12/19,32700,86,26,16,10045,101
2001/12/20,32700,64,64,8,10096,114
2001/12/21,0,57,96,-57,10094,122
2001/12/22,0,66,133,-58,9994,103
2001/12/23,0,75,104,-44,9966,91
2001/12/24,0,72,93,-36,10014,98.8
2001/12/25,0,37,41,-20,10088,110
2001/12/26,0,58,73,-26,10031,170
2001/12/27,0,71,101,-53,10040,236
2001/12/28,0,65,142,-38,10022,276
2001/12/29,0,68,158,-42,9956,262
2001/12/30,0,74,141,-38,9915,202
2001/12/31,3,63,182,6,9912,224
2002/1/1,0,62,123,-26,9980,165
2002/1/2,0,70,165,-38,9994,283
2002/1/3,0,61,182,-28,9976,319
2002/1/4,0,55,193,-33,9954,322
2002/1/5,0,61,212,-28,9930,300
2002/1/6,0,44,206,12,9934,297
2002/1/7,0,52,160,-10,9983,278
2002/1/8,0,59,165,-22,9987,194
2002/1/9,0,68,136,-17,9939,182
2002/1/10,0,68,206,-27,9894,168
2002/1/11,0,65,213,-20,9860,143
2002/1/12,0,62,211,23,9843,130
2002/1/13,0,76,102,38,9879,149
2002/1/14,0,80,84,62,9840,138
2002/1/15,17,93,81,64,9876,105
2002/1/16,5,90,91,40,9937,140
2002/1/17,44,90,41,6,9944,143
2002/1/18,2,83,54,5,9957,131
2002/1/19,1,82,67,18,9965,133
2002/1/20,0,72,108,5,9993,120
2002/1/21,0,70,121,-49,9985,142
2002/1/22,0,63,139,-43,9969,187
2002/1/23,0,65,95,-35,9982,253
2002/1/24,0,60,105,22,9952,264
2002/1/25,0,64,93,23,9947,181
2002/1/26,0,69,129,-40,9958,158
2002/1/27,0,70,112,-15,9977,144
2002/1/28,0,71,114,-7,10004,116
2002/1/29,0,60,136,-37,10008,92.2
2002/1/30,0,54,133,-42,9994,110
2002/1/31,0,51,133,-9,9994,131
2002/2/1,0,49,148,-37,9990,150
2002/2/2,0,51,158,-47,9957,155
2002/2/3,0,62,91,-13,9933,131
2002/2/4,0,64,144,28,9937,91.9
2002/2/5,0,67,170,-18,9913,146
2002/2/6,0,69,162,-2,9889,146
2002/2/7,0,55,143,50,9912,122
2002/2/8,0,47,166,25,9938,101
2002/2/9,0,39,118,47,9944,94
2002/2/10,0,50,175,-19,9962,100
2002/2/11,0,49,168,-7,9949,126
2002/2/12,0,52,221,0,9914,116
2002/2/13,32700,68,126,24,9918,152
2002/2/14,32700,64,103,54,10000,100
2002/2/15,0,63,138,41,9976,78.2
2002/2/16,0,65,186,32,9923,80.8
2002/2/17,0,65,223,8,9926,95.8
2002/2/18,32700,71,141,79,9975,86.2
2002/2/19,32700,55,114,59,10040,94.2
2002/2/20,4,74,117,57,9956,115
2002/2/21,32700,60,214,39,9917,136
2002/2/22,8,73,163,75,9969,336
2002/2/23,14,83,120,66,9979,283
2002/2/24,0,57,124,77,9924,197
2002/2/25,32700,80,116,74,9931,210
2002/2/26,39,89,102,65,9921,274
2002/2/27,21,80,130,49,9904,313
2002/2/28,0,70,172,24,9897,290
2002/3/1,0,78,136,49,9895,326
2002/3/2,7,89,104,45,9945,317
2002/3/3,22,88,47,15,9983,247
2002/3/4,60,91,40,3,9958,285
2002/3/5,0,66,155,10,9962,302
2002/3/6,0,64,212,-8,9935,295
2002/3/7,0,61,216,32,9913,301
2002/3/8,0,67,205,34,9911,271
2002/3/9,0,67,260,36,9870,293
2002/3/10,0,67,213,80,9909,292
2002/3/11,32700,61,204,118,9901,281
2002/3/12,4,84,167,101,9880,279
2002/3/13,206,89,195,124,9833,296
2002/3/14,0,73,254,114,9852,284
2002/3/15,0,72,219,100,9869,289
2002/3/16,0,68,205,74,9879,288
2002/3/17,0,58,232,78,9931,297
2002/3/18,0,65,200,55,9915,325
2002/3/19,0,67,269,58,9848,348
2002/3/20,3,80,200,100,9864,273
2002/3/21,7,84,107,63,9841,262
2002/3/22,0,58,195,80,9876,207
2002/3/23,4,62,141,69,9878,205
2002/3/24,6,70,185,75,9874,213
2002/3/25,32700,62,203,51,9827,224
2002/3/26,0,59,258,94,9808,304
2002/3/27,32700,65,204,93,9858,201
2002/3/28,0,63,263,117,9837,174
2002/3/29,0,55,302,105,9818,156
2002/3/30,32700,16,266,171,9875,143
2002/3/31,0,42,294,67,9834,150
2002/4/1,0,51,309,103,9801,146
2002/4/2,0,56,326,128,9792,117
2002/4/3,39,73,287,164,9792,145
2002/4/4,187,89,191,137,9773,147
2002/4/5,133,78,233,132,9751,102
2002/4/6,0,73,288,95,9761,87.4
2002/4/7,110,73,242,80,9878,155
2002/4/8,32700,82,171,74,9907,255
2002/4/9,0,78,143,38,9921,219
2002/4/10,0,68,202,86,9909,348
2002/4/11,0,64,260,50,9892,402
2002/4/12,0,59,300,86,9865,357
2002/4/13,0,57,301,88,9793,291
2002/4/14,0,61,332,105,9713,354
2002/4/15,49,65,267,133,9765,369
2002/4/16,1,69,195,131,9874,416
2002/4/17,0,71,165,112,9921,502
2002/4/18,0,64,228,99,9890,522
2002/4/19,0,67,242,123,9855,462
2002/4/20,0,67,290,118,9805,462
2002/4/21,0,70,304,130,9766,434
2002/4/22,0,68,335,170,9762,451
2002/4/23,33,80,267,139,9896,414
2002/4/24,60,82,142,76,9957,439
2002/4/25,31,82,107,67,9945,464
2002/4/26,12,89,106,84,9919,440
2002/4/27,2,90,104,83,9889,460
2002/4/28,109,93,120,88,9836,471
2002/4/29,0,80,256,94,9813,454
2002/4/30,7,84,208,118,9842,498
2002/5/1,172,90,157,134,9835,554
2002/5/2,26,80,259,125,9849,487
2002/5/3,0,81,215,157,9877,596
2002/5/4,168,96,178,150,9870,577
2002/5/5,444,96,165,143,9843,619
2002/5/6,110,87,195,132,9851,1220
2002/5/7,0,79,209,137,9854,1420
2002/5/8,32700,84,184,150,9867,946
2002/5/9,1,81,223,152,9866,825
2002/5/10,0,78,270,140,9848,760
2002/5/11,0,76,313,150,9829,448
2002/5/12,0,77,266,170,9832,829
2002/5/13,208,94,234,164,9821,846
2002/5/14,36,89,232,164,9796,953
2002/5/15,5,79,258,148,9813,971
2002/5/16,4,78,253,170,9820,929
2002/5/17,12,70,265,145,9830,854
2002/5/18,142,85,234,155,9832,932
2002/5/19,32700,76,253,151,9808,1050
2002/5/20,112,94,211,166,9785,1180
2002/5/21,21,87,207,155,9807,1270
2002/5/22,0,80,243,170,9845,1210
2002/5/23,0,85,251,163,9869,1140
2002/5/24,0,72,291,175,9871,1080
2002/5/25,32700,68,318,160,9847,838
2002/5/26,0,61,318,138,9830,730
2002/5/27,0,61,332,149,9804,540
2002/5/28,0,70,273,175,9807,634
2002/5/29,0,75,284,155,9793,565
2002/5/30,0,68,346,160,9773,515
2002/5/31,0,61,359,176,9758,575
2002/6/1,0,62,352,188,9747,576
2002/6/2,0,62,352,211,9772,318
2002/6/3,0,56,357,191,9775,288
2002/6/4,0,52,357,162,9765,308
2002/6/5,0,52,367,193,9757,264
2002/6/6,0,56,367,203,9748,191
2002/6/7,32700,71,332,222,9745,147
2002/6/8,1,80,294,245,9749,145
2002/6/9,87,87,264,220,9740,107
2002/6/10,0,64,350,184,9754,2250
2002/6/11,0,57,347,198,9780,1550
2002/6/12,0,50,367,171,9773,1280
2002/6/13,0,53,352,191,9762,1220
2002/6/14,0,58,367,192,9742,1210
2002/6/15,0,58,352,216,9759,1010
2002/6/16,32700,62,347,227,9770,996
2002/6/17,0,59,353,207,9757,1180
2002/6/18,32700,63,316,243,9732,1160
2002/6/19,0,58,375,229,9695,1180
2002/6/20,0,59,364,248,9706,1210
2002/6/21,21,82,330,255,9714,1160
2002/6/22,33,86,271,231,9739,1170
2002/6/23,378,93,234,213,9776,1660
2002/6/24,0,83,293,198,9787,2570
2002/6/25,32700,77,320,222,9782,1920
2002/6/26,32700,74,306,238,9799,1430
2002/6/27,122,87,278,225,9783,2030
2002/6/28,1,76,312,209,9804,3150
2002/6/29,0,73,330,205,9774,2000
2002/6/30,0,78,342,235,9748,1380
2002/7/1,0,76,355,235,9753,1310
2002/7/2,0,78,344,255,9778,1290
2002/7/3,32700,82,338,249,9783,1350
2002/7/4,32700,85,312,240,9779,1370
2002/7/5,201,87,329,216,9775,1340
2002/7/6,32700,86,317,211,9772,1390
2002/7/7,0,71,340,206,9765,1380
2002/7/8,0,66,353,199,9761,1290
2002/7/9,0,71,353,220,9741,1240
2002/7/10,0,65,364,235,9710,1060
2002/7/11,0,62,397,223,9690,615
2002/7/12,0,61,413,244,9686,525
2002/7/13,0,59,417,238,9693,472
2002/7/14,0,61,396,274,9715,358
2002/7/15,0,54,410,261,9712,303
2002/7/16,1,64,346,260,9724,280
2002/7/17,32700,61,387,247,9719,216
2002/7/18,32700,58,413,220,9704,246
2002/7/19,0,53,401,236,9731,373
2002/7/20,5,58,377,248,9756,410
2002/7/21,29,81,292,230,9772,386
2002/7/22,2,80,292,241,9757,359
2002/7/23,32700,72,334,235,9742,291
2002/7/24,13,71,351,220,9756,222
2002/7/25,53,73,335,209,9763,199
2002/7/26,73,88,270,210,9785,194
2002/7/27,32700,77,308,197,9809,183
2002/7/28,0,68,338,215,9804,191
2002/7/29,0,78,311,225,9792,205
2002/7/30,0,71,350,252,9777,371
2002/7/31,0,67,365,240,9771,452
2002/8/1,32700,72,368,247,9786,219
2002/8/2,0,69,380,246,9777,180
2002/8/3,32700,65,358,254,9765,239
2002/8/4,0,65,391,247,9725,207
2002/8/5,226,73,393,265,9703,144
2002/8/6,25,85,303,248,9749,143
2002/8/7,133,77,292,213,9787,143
2002/8/8,106,87,258,189,9813,133
2002/8/9,36,84,253,178,9828,130
2002/8/10,0,73,295,169,9830,256
2002/8/11,10,80,285,178,9853,225
2002/8/12,12,90,222,203,9870,156
2002/8/13,32700,82,255,186,9842,251
2002/8/14,0,79,294,179,9805,477
2002/8/15,1,83,264,205,9802,633
2002/8/16,617,85,288,191,9808,736
2002/8/17,37,87,273,192,9819,733
2002/8/18,32700,82,299,190,9828,668
2002/8/19,32700,88,248,190,9846,639
2002/8/20,17,96,233,207,9846,534
2002/8/21,28,90,295,214,9824,468
2002/8/22,32700,79,348,223,9792,542
2002/8/23,0,76,362,214,9775,510
2002/8/24,277,81,340,223,9780,324
2002/8/25,160,88,295,230,9779,298
2002/8/26,1,83,352,201,9768,246
2002/8/27,0,78,349,211,9778,234
2002/8/28,0,78,353,221,9793,384
2002/8/29,32700,72,357,230,9809,340
2002/8/30,0,75,357,211,9811,337
2002/8/31,0,74,365,216,9788,382
2002/9/1,0,71,372,204,9784,301
2002/9/2,0,69,368,221,9791,332
2002/9/3,0,66,341,227,9830,310
2002/9/4,0,69,300,244,9849,225
2002/9/5,32700,74,270,230,9866,156
2002/9/6,0,71,238,202,9877,140
2002/9/7,0,70,298,172,9857,93.6
2002/9/8,0,64,325,145,9852,115
2002/9/9,29,83,244,168,9852,132
2002/9/10,29,91,240,184,9836,124
2002/9/11,0,80,333,205,9830,134
2002/9/12,344,91,272,176,9875,144
2002/9/13,105,95,182,154,9907,117
2002/9/14,138,96,179,159,9907,98.4
2002/9/15,51,81,264,156,9882,152
2002/9/16,0,83,262,160,9873,197
2002/9/17,0,83,242,172,9886,191
2002/9/18,0,76,275,174,9901,165
2002/9/19,0,78,281,180,9904,170
2002/9/20,169,94,232,180,9916,188
2002/9/21,155,97,190,173,9936,205
2002/9/22,0,82,261,140,9936,234
2002/9/23,0,76,284,106,9890,341
2002/9/24,0,75,296,131,9861,485
2002/9/25,0,78,292,130,9864,405
2002/9/26,0,83,250,170,9860,257
2002/9/27,0,71,295,167,9866,222
2002/9/28,0,66,297,100,9880,251
2002/9/29,0,70,282,102,9886,276
2002/9/30,0,75,280,116,9862,338
2002/10/1,0,67,320,135,9853,198
2002/10/2,0,70,329,124,9829,185
2002/10/3,0,79,288,149,9841,172
2002/10/4,0,74,333,161,9847,204
2002/10/5,0,73,284,169,9891,238
2002/10/6,0,51,267,75,9919,185
2002/10/7,0,58,261,52,9922,156
2002/10/8,0,65,264,65,9926,207
2002/10/9,0,70,256,95,9919,219
2002/10/10,0,70,257,98,9915,187
2002/10/11,3,80,217,147,9868,189
2002/10/12,0,83,275,130,9861,226
2002/10/13,0,73,266,105,9879,200
2002/10/14,0,76,293,117,9856,224
2002/10/15,0,68,309,104,9862,188
2002/10/16,0,69,297,120,9821,132
2002/10/17,32700,74,286,179,9801,111
2002/10/18,2,76,276,171,9839,110
2002/10/19,750,92,205,95,9904,126
2002/10/20,60,88,131,85,9946,282
2002/10/21,32700,85,133,104,9947,317
2002/10/22,39,82,105,65,9979,183
2002/10/23,0,79,213,56,9919,154
2002/10/24,0,80,237,51,9891,144
2002/10/25,0,82,196,70,9942,152
2002/10/26,0,80,192,76,9941,148
2002/10/27,0,83,224,75,9877,138
2002/10/28,0,79,150,90,9913,131
2002/10/29,0,77,122,85,9936,251
2002/10/30,32700,78,179,91,9924,215
2002/10/31,16,88,153,118,9952,179
2002/11/1,13,91,134,114,9987,147
2002/11/2,0,74,198,44,9980,107
2002/11/3,0,50,197,50,10004,105
2002/11/4,0,70,225,10,9960,94
2002/11/5,0,76,243,38,9912,73.7
2002/11/6,0,77,237,46,9907,100
2002/11/7,0,73,254,53,9934,93.6
2002/11/8,0,73,217,52,9964,83.3
2002/11/9,226,93,114,56,9930,74.8
2002/11/10,0,91,185,64,9871,100
2002/11/11,1,90,211,74,9884,95.6
2002/11/12,1,91,164,68,9891,79
2002/11/13,0,83,142,89,9879,84.8
2002/11/14,32700,85,120,94,9880,104
2002/11/15,0,83,165,85,9910,108
2002/11/16,0,83,210,36,9912,95.8
2002/11/17,0,76,123,39,9966,98.2
2002/11/18,32700,54,85,49,9995,103
2002/11/19,54,79,50,17,9976,86.9
2002/11/20,32700,85,126,31,10003,129
2002/11/21,0,84,132,40,9982,123
2002/11/22,0,83,152,47,9915,110
2002/11/23,0,90,108,61,9938,95.2
2002/11/24,0,74,176,48,9979,117
2002/11/25,0,71,192,4,9956,105
2002/11/26,0,69,136,0,9980,122
2002/11/27,0,76,182,-9,9916,134
2002/11/28,0,79,195,11,9892,237
2002/11/29,0,85,113,67,9958,281
2002/11/30,32700,85,147,32,9941,197
2002/12/1,0,87,122,21,9894,195
2002/12/2,6,90,111,49,9914,164
2002/12/3,13,87,157,69,9885,153
2002/12/4,32700,81,149,89,9873,177
2002/12/5,32700,81,125,55,9928,203
2002/12/6,29,90,57,30,9969,215
2002/12/7,28,92,43,21,10035,224
2002/12/8,32700,82,88,5,10068,182
2002/12/9,0,86,81,-15,10026,243
2002/12/10,0,85,96,-9,9984,292
2002/12/11,0,87,113,18,9960,372
2002/12/12,32700,84,73,47,10024,376
2002/12/13,32700,87,62,42,10022,409
2002/12/14,0,85,90,44,9960,259
2002/12/15,0,84,145,22,9927,181
2002/12/16,32700,86,123,1,9951,156
2002/12/17,31,87,85,53,9952,179
2002/12/18,11,90,82,57,9932,266
2002/12/19,32700,77,71,40,9964,300
2002/12/20,16,87,42,25,9949,336
2002/12/21,17,89,41,26,9973,365
2002/12/22,63,93,31,6,9982,355
2002/12/23,32700,89,43,2,9989,226
2002/12/24,22,78,27,7,9997,254
2002/12/25,0,42,21,-15,10087,331
2002/12/26,0,64,48,-67,10082,463
2002/12/27,0,54,38,-15,10038,315
2002/12/28,0,68,75,-6,9978,320
2002/12/29,0,77,69,-36,9983,306
2002/12/30,0,79,115,-45,9958,288
2002/12/31,0,72,75,-16,9982,306
2003/1/1,0,75,58,-32,9999,310
2003/1/2,0,69,100,4,10016,224
2003/1/3,0,72,68,-39,10024,194
2003/1/4,0,72,78,-45,10040,229
2003/1/5,0,58,46,-55,10084,241
2003/1/6,0,69,96,-63,10005,239
2003/1/7,0,74,57,-56,10023,295
2003/1/8,0,69,71,-56,9979,297
2003/1/9,0,67,133,-11,9959,271
2003/1/10,0,69,160,-44,9967,252
2003/1/11,0,61,158,-39,9983,245
2003/1/12,0,62,170,-31,9934,233
2003/1/13,0,63,190,-34,9916,204
2003/1/14,0,55,114,-11,9995,136
2003/1/15,0,63,105,-16,9984,172
2003/1/16,0,74,154,-36,9918,178
2003/1/17,0,68,146,0,9949,177
2003/1/18,0,62,181,13,9971,140
2003/1/19,0,68,144,-15,9933,152
2003/1/20,0,66,181,-14,9924,120
2003/1/21,4,78,107,7,9894,104
2003/1/22,32700,71,159,2,9901,123
2003/1/23,0,60,120,-22,9891,138
2003/1/24,0,71,78,20,9871,87.4
2003/1/25,32700,77,63,36,9913,91.8
2003/1/26,1,88,53,6,9980,120
2003/1/27,0,61,108,-56,10018,95.8
2003/1/28,0,54,157,-58,9967,94
2003/1/29,0,60,85,-40,9970,103
2003/1/30,6,75,51,16,9934,157
2003/1/31,12,91,33,11,9986,111
2003/2/1,0,76,92,15,10018,97.4
2003/2/2,0,85,57,3,10010,161
2003/2/3,0,66,144,25,9998,94.4
2003/2/4,0,55,150,-33,10017,109
2003/2/5,0,52,126,-35,10027,105
2003/2/6,0,55,148,-22,9949,108
2003/2/7,0,60,145,8,9838,125
2003/2/8,0,72,156,-17,9829,95.6
2003/2/9,49,89,83,69,9864,95.8
2003/2/10,89,90,78,-4,9978,112
2003/2/11,3,83,6,-12,10027,93.6
2003/2/12,32700,84,85,-25,9999,109
2003/2/13,0,86,59,-1,9944,175
2003/2/14,36,89,42,2,9937,160
2003/2/15,2,89,58,21,9923,117
2003/2/16,5,86,105,28,9928,151
2003/2/17,0,84,134,17,9911,134
2003/2/18,0,81,162,20,9900,452
2003/2/19,0,76,170,16,9930,204
2003/2/20,0,79,128,51,9832,170
2003/2/21,25,93,100,77,9822,209
2003/2/22,4,95,92,56,9877,177
2003/2/23,1,85,156,50,9891,150
2003/2/24,32700,86,124,51,9881,138
2003/2/25,32700,84,108,72,9879,156
2003/2/26,1,90,107,70,9918,105
2003/2/27,85,83,91,13,9940,187
2003/2/28,32700,85,116,24,9905,238
2003/3/1,0,85,126,34,9855,207
2003/3/2,0,85,114,76,9815,214
2003/3/3,32,83,104,1,9922,209
2003/3/4,43,83,7,-13,9938,259
2003/3/5,69,86,21,-24,9946,429
2003/3/6,0,75,112,-29,9961,293
2003/3/7,0,70,149,-11,9970,310
2003/3/8,0,64,164,8,9979,206
2003/3/9,0,63,158,4,9969,186
2003/3/10,0,63,159,27,9934,172
2003/3/11,9,77,128,70,9964,184
2003/3/12,30,92,81,65,10010,198
2003/3/13,4,81,71,30,10011,272
2003/3/14,85,95,54,14,9934,377
2003/3/15,5,90,52,34,9889,398
2003/3/16,5,94,55,39,9917,320
2003/3/17,38,91,64,41,9981,286
2003/3/18,0,82,84,42,9998,310
2003/3/19,0,78,149,15,9952,371
2003/3/20,0,72,230,18,9893,326
2003/3/21,0,60,155,52,9964,304
2003/3/22,10,66,122,50,9980,302
2003/3/23,0,77,205,29,9922,346
2003/3/24,0,72,221,50,9893,247
2003/3/25,0,76,223,65,9852,178
2003/3/26,10,87,180,103,9854,190
2003/3/27,0,63,209,96,9918,268
2003/3/28,0,58,267,65,9841,268
2003/3/29,0,61,304,84,9752,213
2003/3/30,0,70,290,103,9723,217
2003/3/31,0,77,257,174,9754,212
2003/4/1,309,94,215,100,9821,267
2003/4/2,28,83,112,96,9874,263
2003/4/3,22,85,131,79,9873,366
2003/4/4,1,83,189,100,9910,331
2003/4/5,0,73,174,93,9902,404
2003/4/6,3,87,136,70,9861,511
2003/4/7,32700,73,253,71,9857,471
2003/4/8,11,76,212,80,9881,564
2003/4/9,0,73,227,99,9859,640
2003/4/10,34,67,220,126,9849,639
2003/4/11,0,77,197,105,9837,600
2003/4/12,0,78,213,104,9840,611
2003/4/13,1,64,190,130,9904,556
2003/4/14,0,65,274,55,9852,529
2003/4/15,0,57,292,76,9796,492
2003/4/16,0,68,285,105,9758,496
2003/4/17,32700,73,312,186,9735,356
2003/4/18,91,44,263,109,9850,286
2003/4/19,10,85,135,107,9850,236
2003/4/20,0,72,221,102,9882,176
2003/4/21,9,76,181,110,9897,306
2003/4/22,73,91,154,101,9889,282
2003/4/23,32700,85,180,121,9879,284
2003/4/24,32700,81,233,125,9845,295
2003/4/25,32700,77,256,97,9819,287
2003/4/26,39,91,209,122,9854,228
2003/4/27,3,75,276,130,9848,237
2003/4/28,20,81,260,127,9839,278
2003/4/29,0,60,282,127,9905,229
2003/4/30,0,55,313,100,9898,217
2003/5/1,0,60,309,107,9803,212
2003/5/2,0,65,313,145,9740,159
2003/5/3,0,72,291,155,9751,119
2003/5/4,32700,76,237,190,9793,206
2003/5/5,29,92,204,182,9774,192
2003/5/6,326,95,184,155,9759,206
2003/5/7,0,69,252,125,9825,781
2003/5/8,2,73,211,153,9917,1070
2003/5/9,3,81,187,121,9916,878
2003/5/10,0,75,283,110,9869,845
2003/5/11,32700,72,274,114,9836,878
2003/5/12,32700,69,275,175,9833,884
2003/5/13,0,80,250,155,9826,956
2003/5/14,14,75,300,188,9800,948
2003/5/15,46,82,257,184,9831,878
2003/5/16,152,94,201,170,9832,683
2003/5/17,1,88,218,161,9827,1010
2003/5/18,0,78,290,165,9825,959
2003/5/19,0,62,321,156,9847,1010
2003/5/20,0,61,280,133,9871,987
2003/5/21,16,80,228,167,9862,1000
2003/5/22,0,82,268,134,9824,956
2003/5/23,0,83,251,174,9805,940
2003/5/24,32700,73,312,147,9806,714
2003/5/25,0,62,322,155,9809,674
2003/5/26,70,86,267,177,9800,643
2003/5/27,56,85,244,165,9798,495
2003/5/28,0,74,305,158,9780,468
2003/5/29,0,64,352,154,9793,292
2003/5/30,0,57,344,155,9818,184
2003/5/31,32700,68,279,170,9826,133
2003/6/1,0,68,325,162,9795,105
2003/6/2,226,77,322,162,9783,98.9
2003/6/3,37,83,274,179,9805,91.4
2003/6/4,0,78,277,194,9819,80.2
2003/6/5,0,71,334,191,9787,105
2003/6/6,0,72,309,193,9776,115
2003/6/7,0,73,329,187,9758,406
2003/6/8,0,70,323,220,9753,196
2003/6/9,32700,65,322,197,9750,91.2
2003/6/10,26,82,263,196,9799,96.2
2003/6/11,61,71,300,152,9792,98.4
2003/6/12,0,76,287,147,9761,151
2003/6/13,0,56,336,164,9775,285
2003/6/14,0,49,362,134,9780,286
2003/6/15,0,56,355,170,9781,258
2003/6/16,0,63,329,197,9803,278
2003/6/17,0,59,361,210,9796,708
2003/6/18,0,54,372,194,9755,270
2003/6/19,0,58,365,200,9721,255
2003/6/20,0,60,353,196,9723,189
2003/6/21,32700,72,311,263,9734,106
2003/6/22,54,85,311,244,9722,141
2003/6/23,0,69,361,208,9736,100
2003/6/24,10,74,328,235,9725,133
2003/6/25,83,83,282,210,9713,573
2003/6/26,46,89,267,195,9738,228
2003/6/27,0,73,356,184,9739,111
2003/6/28,0,70,338,200,9738,101
2003/6/29,24,83,297,232,9730,110
2003/6/30,358,94,241,211,9753,118
2003/7/1,241,94,226,197,9782,132
2003/7/2,207,89,267,199,9783,1170
2003/7/3,191,95,248,208,9777,1940
2003/7/4,18,79,314,204,9763,2290
2003/7/5,0,77,347,215,9750,1840
2003/7/6,0,71,333,225,9765,1550
2003/7/7,0,73,325,208,9761,1470
2003/7/8,638,84,304,204,9756,1610
2003/7/9,22,87,271,220,9774,1460
2003/7/10,32700,69,302,182,9767,1400
2003/7/11,204,93,268,200,9760,1230
2003/7/12,36,93,253,211,9749,1250
2003/7/13,32700,91,243,212,9757,1520
2003/7/14,4,89,261,207,9761,1530
2003/7/15,1,91,246,213,9775,1640
2003/7/16,83,93,245,205,9784,1540
2003/7/17,14,82,331,215,9762,3420
2003/7/18,0,81,357,224,9727,3200
2003/7/19,32700,87,322,258,9730,1520
2003/7/20,0,82,312,214,9742,1390
2003/7/21,60,78,330,240,9754,1340
2003/7/22,0,80,309,201,9789,1340
2003/7/23,13,88,282,246,9782,1320
2003/7/24,0,81,352,240,9760,1360
2003/7/25,11,83,356,261,9753,1360
2003/7/26,6,81,352,258,9768,1340
2003/7/27,0,74,380,253,9748,1350
2003/7/28,0,72,386,262,9739,1350
2003/7/29,32700,74,368,268,9742,1390
2003/7/30,0,71,387,269,9719,1360
2003/7/31,0,70,396,263,9709,1030
2003/8/1,0,69,398,270,9718,525
2003/8/2,346,82,347,260,9763,261
2003/8/3,6,87,295,240,9797,420
2003/8/4,32700,82,307,243,9787,546
2003/8/5,0,81,332,252,9763,548
2003/8/6,0,80,358,244,9742,754
2003/8/7,0,76,364,264,9745,875
2003/8/8,0,76,367,271,9726,1080
2003/8/9,70,85,327,246,9725,1220
2003/8/10,32700,81,281,237,9768,936
2003/8/11,87,94,250,196,9839,546
2003/8/12,69,95,211,195,9836,963
2003/8/13,149,94,232,194,9822,1410
2003/8/14,250,96,211,199,9803,2090
2003/8/15,348,95,235,196,9821,3460
2003/8/16,0,84,283,169,9848,3400
2003/8/17,0,90,250,207,9860,2180
2003/8/18,0,82,293,206,9830,1770
2003/8/19,0,83,288,197,9799,1640
2003/8/20,32700,86,252,227,9796,1590
2003/8/21,6,86,303,224,9797,1560
2003/8/22,0,81,335,216,9803,1320
2003/8/23,0,79,349,230,9792,1490
2003/8/24,0,81,354,242,9778,1340
2003/8/25,32700,85,302,253,9781,1200
2003/8/26,0,80,315,250,9756,951
2003/8/27,0,79,353,243,9762,912
2003/8/28,32700,80,305,255,9769,1070
2003/8/29,46,90,280,204,9796,1160
2003/8/30,288,93,207,176,9841,2750
2003/8/31,438,95,185,163,9846,6990
2003/9/1,497,97,187,164,9860,17100
2003/9/2,23,93,225,173,9875,16600
2003/9/3,38,91,235,187,9871,8700
2003/9/4,38,96,234,196,9848,3780
2003/9/5,32700,91,255,214,9836,3250
2003/9/6,254,96,236,190,9842,4140
2003/9/7,213,96,214,187,9856,17200
2003/9/8,32700,93,218,170,9848,15800
2003/9/9,0,90,263,171,9845,6270
2003/9/10,32700,85,298,174,9837,2260
2003/9/11,0,80,308,193,9824,1960
2003/9/12,0,84,304,190,9815,1720
2003/9/13,0,82,336,186,9811,1640
2003/9/14,0,80,328,182,9826,1570
2003/9/15,0,83,300,211,9829,1550
2003/9/16,0,81,322,207,9806,1440
2003/9/17,0,83,322,229,9802,1400
2003/9/18,32700,87,295,237,9815,1400
2003/9/19,576,95,250,190,9871,1730
2003/9/20,74,92,199,171,9913,6530
2003/9/21,32700,84,272,181,9892,6700
